ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORANDI
2023/2024;06701;Teramo - Universit  degli studi;Abruzzo;SUD;DR;08;Agriculture, forestry, fisheries and veterinary;M;17
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;04;Business, administration and law;F;23
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;04;Business, administration and law;M;15
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;05;Natural sciences, mathematics and statistics;F;22
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;05;Natural sciences, mathematics and statistics;M;53
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;06;Information and Communication Technologies (ICTs);F;9
2023/2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DR;06;Information and Communication Technologies (ICTs);M;24
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;02;Arts and humanities;F;14
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;02;Arts and humanities;M;11
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;03;Social sciences, journalism and information;F;10
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;03;Social sciences, journalism and information;M;5
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;04;Business, administration and law;F;12
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;04;Business, administration and law;M;12
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;05;Natural sciences, mathematics and statistics;F;29
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;05;Natural sciences, mathematics and statistics;M;60
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;06;Information and Communication Technologies (ICTs);F;5
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;06;Information and Communication Technologies (ICTs);M;20
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;07;Engineering, manufacturing and construction;F;47
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;07;Engineering, manufacturing and construction;M;66
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;09;Health and welfare;F;42
2023/2024;06601;L'Aquila - Universit  degli studi;Abruzzo;SUD;DR;09;Health and welfare;M;18
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;01;Education;F;19
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;01;Education;M;5
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;02;Arts and humanities;F;63
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;02;Arts and humanities;M;58
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;03;Social sciences, journalism and information;F;27
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;03;Social sciences, journalism and information;M;38
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;04;Business, administration and law;F;42
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;04;Business, administration and law;M;50
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;92
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;91
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;06;Information and Communication Technologies (ICTs);F;11
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;06;Information and Communication Technologies (ICTs);M;41
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;07;Engineering, manufacturing and construction;F;68
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;07;Engineering, manufacturing and construction;M;123
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;09;Health and welfare;F;20
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;09;Health and welfare;M;21
2023/2024;06501;Salerno - Universit  degli studi;Campania;SUD;DR;10;Services;M;1
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;02;Arts and humanities;F;8
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;02;Arts and humanities;M;19
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;04;Business, administration and law;F;2
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;04;Business, administration and law;M;3
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;20
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;15
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;07;Engineering, manufacturing and construction;F;5
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;07;Engineering, manufacturing and construction;M;5
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;09;Health and welfare;F;8
2023/2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;DR;09;Health and welfare;M;5
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;01;Education;F;6
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;01;Education;M;3
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;02;Arts and humanities;F;36
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;02;Arts and humanities;M;22
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;03;Social sciences, journalism and information;F;56
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;03;Social sciences, journalism and information;M;24
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;04;Business, administration and law;F;68
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;04;Business, administration and law;M;70
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;147
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;93
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;07;Engineering, manufacturing and construction;F;124
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;07;Engineering, manufacturing and construction;M;147
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;09;Health and welfare;F;136
2023/2024;06306;"Napoli - Universit  degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DR;09;Health and welfare;M;97
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;01;Education;F;5
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;01;Education;M;3
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;02;Arts and humanities;F;3
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;02;Arts and humanities;M;4
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;03;Social sciences, journalism and information;F;6
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;03;Social sciences, journalism and information;M;3
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;04;Business, administration and law;F;6
2023/2024;06304;"Napoli - Universit  degli studi ""Suor Orsola Benincasa""";Campania;SUD;DR;04;Business, administration and law;M;6
2023/2024;06303;"Napoli - Universit  degli studi ""L' Orientale""";Campania;SUD;DR;02;Arts and humanities;F;68
2023/2024;06303;"Napoli - Universit  degli studi ""L' Orientale""";Campania;SUD;DR;02;Arts and humanities;M;30
2023/2024;06303;"Napoli - Universit  degli studi ""L' Orientale""";Campania;SUD;DR;03;Social sciences, journalism and information;F;27
2023/2024;06303;"Napoli - Universit  degli studi ""L' Orientale""";Campania;SUD;DR;03;Social sciences, journalism and information;M;8
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;02;Arts and humanities;F;16
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;02;Arts and humanities;M;10
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;03;Social sciences, journalism and information;F;13
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;03;Social sciences, journalism and information;M;23
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;04;Business, administration and law;F;45
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;04;Business, administration and law;M;37
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;16
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;23
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;07;Engineering, manufacturing and construction;F;24
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;07;Engineering, manufacturing and construction;M;48
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;09;Health and welfare;F;6
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;09;Health and welfare;M;4
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;10;Services;F;9
2023/2024;06302;"Napoli - Universit  degli studi ""Parthenope""";Campania;SUD;DR;10;Services;M;5
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;02;Arts and humanities;F;60
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;02;Arts and humanities;M;65
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;03;Social sciences, journalism and information;F;49
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;03;Social sciences, journalism and information;M;43
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;04;Business, administration and law;F;64
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;04;Business, administration and law;M;60
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;340
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;260
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;06;Information and Communication Technologies (ICTs);F;4
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;06;Information and Communication Technologies (ICTs);M;6
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;07;Engineering, manufacturing and construction;F;211
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;07;Engineering, manufacturing and construction;M;353
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;08;Agriculture, forestry, fisheries and veterinary;F;79
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;08;Agriculture, forestry, fisheries and veterinary;M;59
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;09;Health and welfare;F;225
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;09;Health and welfare;M;115
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;99;Field unknown;F;1
2023/2024;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;DR;99;Field unknown;M;4
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;04;Business, administration and law;F;17
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;04;Business, administration and law;M;17
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;F;17
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;05;Natural sciences, mathematics and statistics;M;13
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;07;Engineering, manufacturing and construction;F;25
2023/2024;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;DR;07;Engineering, manufacturing and construction;M;25
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;01;Education;F;2
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;01;Education;M;1
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;02;Arts and humanities;F;12
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;02;Arts and humanities;M;9
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;2
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;3
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;04;Business, administration and law;F;22
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;04;Business, administration and law;M;16
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;20
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;35
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;10;Services;F;7
2023/2024;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;DR;10;Services;M;5
2023/2024;05817;Roma - Link Campus University;Lazio;CENTRO;DR;04;Business, administration and law;F;8
2023/2024;05817;Roma - Link Campus University;Lazio;CENTRO;DR;04;Business, administration and law;M;11
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;02;Arts and humanities;M;2
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;2
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;1
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;04;Business, administration and law;F;12
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;04;Business, administration and law;M;8
2023/2024;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;1
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;02;Arts and humanities;F;11
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;02;Arts and humanities;M;8
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;04;Business, administration and law;F;10
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;04;Business, administration and law;M;22
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;1
2023/2024;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;2
2023/2024;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;DR;04;Business, administration and law;F;12
2023/2024;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;DR;04;Business, administration and law;M;12
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;17
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;1
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;60
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;91
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;09;Health and welfare;F;36
2023/2024;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;09;Health and welfare;M;29
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;01;Education;F;26
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;01;Education;M;5
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;02;Arts and humanities;F;47
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;02;Arts and humanities;M;39
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;25
2023/2024;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;31
